--------- beginning of /dev/log/system
01-01 08:00:02.852 I/Vold    ( 1569): Vold 2.1 (the revenge) firing up
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-85] :the service.vold.status is Normal
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-122] :defaultVolume = /storage/emulated/0 
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-139] :bind mount /mnt/sdcard to /storage/emulated/0 ok !
01-01 08:00:02.853 D/VoldCmdListener( 1569): [-vold_debug-785] :IsoMountCmd created!
01-01 08:00:02.885 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0boot0'
01-01 08:00:02.885 D/NetlinkEvent( 1569): NL param 'MAJOR=179'
01-01 08:00:02.885 D/NetlinkEvent( 1569): NL param 'MINOR=8'
01-01 08:00:02.885 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0boot0'
01-01 08:00:02.885 D/NetlinkEvent( 1569): NL param 'DEVTYPE=disk'
01-01 08:00:02.885 D/NetlinkEvent( 1569): NL param 'NPARTS=0'
01-01 08:00:02.885 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:02.885 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0boot1'
01-01 08:00:02.885 D/NetlinkEvent( 1569): NL param 'MAJOR=179'
01-01 08:00:02.885 D/NetlinkEvent( 1569): NL param 'MINOR=16'
01-01 08:00:02.885 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0boot1'
01-01 08:00:02.885 D/NetlinkEvent( 1569): NL param 'DEVTYPE=disk'
01-01 08:00:02.885 D/NetlinkEvent( 1569): NL param 'NPARTS=0'
01-01 08:00:02.885 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0p10'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MAJOR=259'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MINOR=2'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0p10'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTN=10'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTNAME=fastplaybak'
01-01 08:00:02.891 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0p11'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MAJOR=259'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MINOR=3'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0p11'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTN=11'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTNAME=ystinfo'
01-01 08:00:02.891 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0p12'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MAJOR=259'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MINOR=4'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0p12'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTN=12'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTNAME=kernel'
01-01 08:00:02.891 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0p13'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MAJOR=259'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MINOR=5'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0p13'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTN=13'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTNAME=misc'
01-01 08:00:02.891 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0p14'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MAJOR=259'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MINOR=6'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0p14'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTN=14'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTNAME=trustedcore'
01-01 08:00:02.891 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0p15'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MAJOR=259'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MINOR=7'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0p15'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTN=15'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTNAME=backup'
01-01 08:00:02.891 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0p16'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MAJOR=259'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MINOR=8'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0p16'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTN=16'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTNAME=system'
01-01 08:00:02.891 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0p17'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MAJOR=259'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MINOR=9'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0p17'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTN=17'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTNAME=cache'
01-01 08:00:02.891 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0p18'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MAJOR=259'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MINOR=10'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0p18'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTN=18'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTNAME=private'
01-01 08:00:02.891 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0p19'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MAJOR=259'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MINOR=11'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0p19'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTN=19'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTNAME=securestore'
01-01 08:00:02.891 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9830000.himciv200.MMC/mmc_host/mmc0/mmc0:0001/block/mmcblk0/mmcblk0p20'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MAJOR=259'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'MINOR=12'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVNAME=mmcblk0p20'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTN=20'
01-01 08:00:02.891 D/NetlinkEvent( 1569): NL param 'PARTNAME=userdata'
01-01 08:00:02.891 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9890000.ehci/usb1/1-2/1-2:1.0/host0/target0:0:0/0:0:0:0/block/sda'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'MAJOR=8'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'MINOR=0'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'DEVNAME=sda'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'DEVTYPE=disk'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'NPARTS=1'
01-01 08:00:01.632 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9890000.ehci/usb1/1-2/1-2:1.0/host0/target0:0:0/0:0:0:0/block/sda'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'MAJOR=8'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'MINOR=0'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'DEVNAME=sda'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'DEVTYPE=disk'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'NPARTS=1'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9890000.ehci/usb1/1-2/1-2:1.0/host0/target0:0:0/0:0:0:0/block/sda/sda1'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'MAJOR=8'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'MINOR=1'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'DEVNAME=sda1'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'PARTN=1'
01-01 08:00:01.632 D/DirVolume( 1569): [-vold_debug-75] :handleBlockEvent begin
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'DEVPATH=/devices/platform/soc/f9890000.ehci/usb1/1-2/1-2:1.0/host0/target0:0:0/0:0:0:0/block/sda/sda1'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'MAJOR=8'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'MINOR=1'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'DEVNAME=sda1'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'DEVTYPE=partition'
01-01 08:00:01.632 D/NetlinkEvent( 1569): NL param 'PARTN=1'
01-01 08:00:01.632 D/DirVolume( 1569): [-vold_debug-222] :the MINOR is 1
01-01 08:00:01.632 D/DirVolume( 1569): [-vold_debug-271] :DirVolume : handlePartitionAdded, mountpoint /mnt/sda/sda1, label sda1, major 8, minor 1, devpath /devices/platform/soc/f9890000.ehci/usb1/1-2/1-2:1.0/host0/target0:0:0/0:0:0:0/block/sda/sda1
01-01 08:00:01.632 D/Vold    ( 1569): [-vold_debug-352] :Volume sda1 state changing -1 (Initializing) -> 0 (No-Media)
01-01 08:00:01.632 D/PartVolume( 1569): [-vold_debug-135] :handlePartitionAdded. mPartMajor = 8, mPartMinor = 1
01-01 08:00:01.656 D/Vold    ( 1569): [-vold_debug-352] :Volume sda1 state changing 0 (No-Media) -> 1 (Idle-Unmounted)
01-01 08:00:02.657 D/Vold    ( 1569): [-vold_debug-1282] :getUUIDInternal   start check
01-01 08:00:02.674 D/Vold    ( 1569): the UUID is 6E54EF1454EEDE39
01-01 08:00:02.675 D/Vold    ( 1569): [-vold_debug-1312] :getUUIDInternal  end
01-01 08:00:02.675 D/Vold    ( 1569): [-vold_debug-281] :Device '/devices/platform/soc/f9890000.ehci/usb1/1-2/1-2:1.0/host0/target0:0:0/0:0:0:0/block/sda/sda1' event handled by volume sda1
01-01 08:00:09.659 I/SJOS_SystemServer( 2332): Entered the Android system server!
01-01 08:00:09.659 I/SJOS_SystemServer( 2332): Entered the SJOS system server!
01-01 08:00:09.757 I/SystemServer( 2321): Entered the Android system server!
01-01 08:00:09.760 I/SystemServer( 2321): Waiting for installd to be ready.
01-01 08:00:09.760 I/Installer( 2321): connecting...
01-01 08:00:09.761 E/installd( 1576): value = false 
01-01 08:00:09.761 E/installd( 1576): value = false 
01-01 08:00:09.761 E/installd( 1576): value = false 
01-01 08:00:09.761 I/SystemServer( 2321): Power Manager
01-01 08:00:09.763 I/SystemServer( 2321): Activity Manager
01-01 08:00:09.831 I/SJOS_SystemServer( 2332): itmsServiceManager
01-01 08:00:09.838 I/SJOS_SystemServer( 2332): packageManagerService
01-01 08:00:09.841 I/SJOS_SystemServer( 2332): powerServiceManager
01-01 08:00:09.842 I/SJOS_SystemServer( 2332): wifiServiceManager
01-01 08:00:09.843 I/SJOS_SystemServer( 2332): pppoeServiceManager
01-01 08:00:09.844 I/SJOS_SystemServer( 2332): bootServiceManager
01-01 08:00:09.889 I/SJOS_SystemServer( 2332): systemManagerService
01-01 08:00:09.894 I/SJOS_SystemServer( 2332): ethernetServiceManager
01-01 08:00:09.895 I/SJOS_SystemServer( 2332): displayServiceManager
01-01 08:00:09.925 I/XXXXXXX ( 2321): ******************************* ADJ: 0,2,4,6,9,15
01-01 08:00:09.925 I/XXXXXXX ( 2321): ******************************* MINFREE: 2048,5120,7168,12288,15360,20480
01-01 08:00:09.926 I/ActivityManager( 2321): Memory class: 192
01-01 08:00:09.929 W/BatteryStatsImpl( 2321): Couldn't get kernel wake lock stats
01-01 08:00:10.015 I/AppOps  ( 2321): No existing app ops /data/system/appops.xml; starting empty
01-01 08:00:10.153 I/IntentFirewall( 2321): Read new rules (A:0 B:0 S:0)
01-01 08:00:10.158 I/SystemServer( 2321): Display Manager
01-01 08:00:10.159 I/SystemServer( 2321): nDisplay Manager
01-01 08:00:10.159 I/SystemServer( 2321): stb service Manager
01-01 08:00:10.163 I/DisplayManagerService( 2321): Display device added: DisplayDeviceInfo{"内置屏幕": 1920 x 1080, 60.000004 fps, density 240, 240.0 x 240.0 dpi, touch INTERNAL, rotation 0, type BUILT_IN, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
01-01 08:00:10.178 I/SystemServer( 2321): Scheduling Policy
01-01 08:00:10.178 I/SystemServer( 2321): Package Manager
01-01 08:00:10.181 W/FileUtils( 2321): Failed to chmod(/data/system/packages.list): libcore.io.ErrnoException: chmod failed: ENOENT (No such file or directory)
01-01 08:00:10.255 D/SELinuxMMAC( 2321): Couldn't find install policy /data/security/mac_permissions.xml
01-01 08:00:10.257 D/SELinuxMMAC( 2321): Using install policy file /system/etc/security/mac_permissions.xml
01-01 08:00:10.276 I/PackageManager( 2321): No settings file; creating initial state
01-01 08:00:10.278 W/PackageManager( 2321): Running ENG build: no pre-dexopt!
01-01 08:00:10.280 E/installd( 1576): value = false 
01-01 08:00:10.337 E/installd( 1576): value = false 
01-01 08:00:10.337 W/PackageManager( 2321): Library not found: /system/framework/com.android.future.usb.accessory.jar
01-01 08:00:10.337 W/PackageManager( 2321): Library not found: /system/framework/sjos_ethernet.jar
01-01 08:00:10.339 E/installd( 1576): value = false 
01-01 08:00:10.448 W/PackageManager( 2321): Library not found: /system/framework/sjos_itms.jar
01-01 08:00:10.448 W/PackageManager( 2321): Library not found: /system/framework/sjos_pm.jar
01-01 08:00:10.448 W/PackageManager( 2321): Library not found: /system/framework/sjos_power.jar
01-01 08:00:10.448 W/PackageManager( 2321): Library not found: /system/framework/sjos_boot.jar
01-01 08:00:10.448 E/installd( 1576): value = false 
01-01 08:00:10.449 E/installd( 1576): value = false 
01-01 08:00:10.486 E/installd( 1576): value = false 
01-01 08:00:10.487 W/PackageManager( 2321): Library not found: /system/framework/sjos_wifi.jar
01-01 08:00:10.487 W/PackageManager( 2321): Library not found: /system/framework/sjos_system.jar
01-01 08:00:10.487 W/PackageManager( 2321): Library not found: /system/framework/sjos_pppoe.jar
01-01 08:00:10.488 E/installd( 1576): value = false 
01-01 08:00:10.554 E/installd( 1576): value = false 
01-01 08:00:10.556 E/installd( 1576): value = false 
01-01 08:00:10.594 E/installd( 1576): value = false 
01-01 08:00:10.595 E/installd( 1576): value = false 
01-01 08:00:10.632 E/installd( 1576): value = false 
01-01 08:00:10.633 E/installd( 1576): value = false 
01-01 08:00:10.678 E/installd( 1576): value = false 
01-01 08:00:10.680 E/installd( 1576): value = false 
01-01 08:00:10.725 E/installd( 1576): value = false 
01-01 08:00:10.726 E/installd( 1576): value = false 
01-01 08:00:10.767 E/installd( 1576): value = false 
01-01 08:00:10.768 E/installd( 1576): value = false 
01-01 08:00:10.812 E/installd( 1576): value = false 
01-01 08:00:10.815 E/installd( 1576): value = false 
01-01 08:00:10.894 E/installd( 1576): value = false 
01-01 08:00:10.896 E/installd( 1576): value = false 
01-01 08:00:10.981 E/installd( 1576): value = false 
01-01 08:00:10.982 E/installd( 1576): value = false 
01-01 08:00:11.017 E/installd( 1576): value = false 
01-01 08:00:11.018 E/installd( 1576): value = false 
01-01 08:00:11.057 E/installd( 1576): value = false 
01-01 08:00:11.058 E/installd( 1576): value = false 
01-01 08:00:11.095 E/installd( 1576): value = false 
01-01 08:00:11.097 E/installd( 1576): value = false 
01-01 08:00:11.197 E/installd( 1576): value = false 
01-01 08:00:11.198 E/installd( 1576): value = false 
01-01 08:00:11.234 E/installd( 1576): value = false 
01-01 08:00:12.441 E/installd( 1576): value = false 
01-01 08:00:12.442 E/installd( 1576): value = false 
01-01 08:00:12.479 E/installd( 1576): value = false 
01-01 08:00:12.480 E/installd( 1576): value = false 
01-01 08:00:12.526 E/installd( 1576): value = false 
01-01 08:00:12.526 E/installd( 1576): value = false 
01-01 08:00:12.527 E/installd( 1576): value = false 
01-01 08:00:12.527 E/installd( 1576): value = false 
01-01 08:00:12.528 E/installd( 1576): value = false 
01-01 08:00:12.528 E/installd( 1576): value = false 
01-01 08:00:12.529 E/installd( 1576): value = false 
01-01 08:00:12.529 E/installd( 1576): value = false 
01-01 08:00:12.530 E/installd( 1576): value = false 
01-01 08:00:12.531 E/installd( 1576): value = false 
01-01 08:00:12.532 E/installd( 1576): value = false 
01-01 08:00:12.533 E/installd( 1576): value = false 
01-01 08:00:12.533 E/installd( 1576): value = false 
01-01 08:00:12.533 E/installd( 1576): value = false 
01-01 08:00:12.595 E/installd( 1576): value = false 
01-01 08:00:12.595 E/installd( 1576): value = false 
01-01 08:00:12.616 E/installd( 1576): value = false 
01-01 08:00:12.617 E/installd( 1576): value = false 
01-01 08:00:12.617 E/installd( 1576): value = false 
01-01 08:00:12.618 E/installd( 1576): value = false 
01-01 08:00:12.620 E/installd( 1576): value = false 
01-01 08:00:12.620 E/installd( 1576): value = false 
01-01 08:00:12.765 E/installd( 1576): value = false 
01-01 08:00:12.765 E/installd( 1576): value = false 
01-01 08:00:12.786 W/PackageParser( 2321): No actions in intent filter at /system/app/AutoUpgrade.apk Binary XML file line #39
01-01 08:00:12.797 W/PackageParser( 2321): No actions in intent filter at /system/app/Bluetooth.apk Binary XML file line #210
01-01 08:00:12.840 E/installd( 1576): value = false 
01-01 08:00:12.840 E/installd( 1576): value = false 
01-01 08:00:12.871 E/installd( 1576): value = false 
01-01 08:00:12.872 E/installd( 1576): value = false 
01-01 08:00:12.911 E/installd( 1576): value = false 
01-01 08:00:12.911 E/installd( 1576): value = false 
01-01 08:00:12.930 E/installd( 1576): value = false 
01-01 08:00:12.930 E/installd( 1576): value = false 
01-01 08:00:12.931 E/installd( 1576): value = false 
01-01 08:00:12.931 E/installd( 1576): value = false 
01-01 08:00:12.931 E/installd( 1576): value = false 
01-01 08:00:12.932 E/installd( 1576): value = false 
01-01 08:00:12.935 E/installd( 1576): value = false 
01-01 08:00:12.936 E/installd( 1576): value = false 
01-01 08:00:12.937 E/installd( 1576): value = false 
01-01 08:00:12.937 E/installd( 1576): value = false 
01-01 08:00:12.940 W/PackageParser( 2321): Unknown element under <manifest>: user-permission at /system/app/DragonBox2.apk Binary XML file line #23
01-01 08:00:12.940 W/PackageParser( 2321): Unknown element under <manifest>: user-permission at /system/app/DragonAging.apk Binary XML file line #21
01-01 08:00:13.056 E/installd( 1576): value = false 
01-01 08:00:13.057 E/installd( 1576): value = false 
01-01 08:00:13.082 E/installd( 1576): value = false 
01-01 08:00:13.083 E/installd( 1576): value = false 
01-01 08:00:13.118 E/installd( 1576): value = false 
01-01 08:00:13.119 E/installd( 1576): value = false 
01-01 08:00:13.154 E/installd( 1576): value = false 
01-01 08:00:13.155 E/installd( 1576): value = false 
01-01 08:00:13.155 E/installd( 1576): value = false 
01-01 08:00:13.156 E/installd( 1576): value = false 
01-01 08:00:13.156 E/installd( 1576): value = false 
01-01 08:00:13.156 E/installd( 1576): value = false 
01-01 08:00:13.243 E/installd( 1576): value = false 
01-01 08:00:13.243 E/installd( 1576): value = false 
01-01 08:00:13.248 E/installd( 1576): value = false 
01-01 08:00:13.249 E/installd( 1576): value = false 
01-01 08:00:13.295 E/installd( 1576): value = false 
01-01 08:00:13.295 E/installd( 1576): value = false 
01-01 08:00:13.308 W/PackageParser( 2321): No actions in intent filter at /system/app/HiGallery.apk Binary XML file line #81
01-01 08:00:13.309 W/PackageParser( 2321): No actions in intent filter at /system/app/HiGallery.apk Binary XML file line #103
01-01 08:00:13.383 E/installd( 1576): value = false 
01-01 08:00:13.384 E/installd( 1576): value = false 
01-01 08:00:13.384 E/installd( 1576): value = false 
01-01 08:00:13.385 E/installd( 1576): value = false 
01-01 08:00:13.401 E/installd( 1576): value = false 
01-01 08:00:13.401 E/installd( 1576): value = false 
01-01 08:00:13.563 E/installd( 1576): value = false 
01-01 08:00:13.564 E/installd( 1576): value = false 
01-01 08:00:13.564 E/installd( 1576): value = false 
01-01 08:00:13.564 E/installd( 1576): value = false 
01-01 08:00:13.566 E/installd( 1576): value = false 
01-01 08:00:13.566 E/installd( 1576): value = false 
01-01 08:00:13.567 E/installd( 1576): value = false 
01-01 08:00:13.567 E/installd( 1576): value = false 
01-01 08:00:13.587 E/installd( 1576): value = false 
01-01 08:00:13.587 E/installd( 1576): value = false 
01-01 08:00:13.748 E/installd( 1576): value = false 
01-01 08:00:13.748 E/installd( 1576): value = false 
01-01 08:00:13.748 E/installd( 1576): value = false 
01-01 08:00:13.749 E/installd( 1576): value = false 
01-01 08:00:13.766 E/installd( 1576): value = false 
01-01 08:00:13.766 E/installd( 1576): value = false 
01-01 08:00:13.767 E/installd( 1576): value = false 
01-01 08:00:13.767 E/installd( 1576): value = false 
01-01 08:00:13.774 E/installd( 1576): value = false 
01-01 08:00:13.774 E/installd( 1576): value = false 
01-01 08:00:13.959 E/installd( 1576): value = false 
01-01 08:00:13.959 E/installd( 1576): value = false 
01-01 08:00:13.960 E/installd( 1576): value = false 
01-01 08:00:13.961 E/installd( 1576): value = false 
01-01 08:00:13.964 E/installd( 1576): value = false 
01-01 08:00:13.964 E/installd( 1576): value = false 
01-01 08:00:13.997 E/installd( 1576): value = false 
01-01 08:00:13.998 E/installd( 1576): value = false 
01-01 08:00:13.998 E/installd( 1576): value = false 
01-01 08:00:13.999 E/installd( 1576): value = false 
01-01 08:00:14.003 E/installd( 1576): value = false 
01-01 08:00:14.004 E/installd( 1576): value = false 
01-01 08:00:14.016 W/PackageParser( 2321): No actions in intent filter at /system/app/ServiceSettings.apk Binary XML file line #30
01-01 08:00:14.127 E/installd( 1576): value = false 
01-01 08:00:14.127 E/installd( 1576): value = false 
01-01 08:00:14.145 E/installd( 1576): value = false 
01-01 08:00:14.146 E/installd( 1576): value = false 
01-01 08:00:14.146 E/installd( 1576): value = false 
01-01 08:00:14.147 E/installd( 1576): value = false 
01-01 08:00:14.173 E/installd( 1576): value = false 
01-01 08:00:14.174 E/installd( 1576): value = false 
01-01 08:00:14.174 E/installd( 1576): value = false 
01-01 08:00:14.175 E/installd( 1576): value = false 
01-01 08:00:14.201 E/installd( 1576): value = false 
01-01 08:00:14.201 E/installd( 1576): value = false 
01-01 08:00:14.239 E/installd( 1576): value = false 
01-01 08:00:14.240 E/installd( 1576): value = false 
01-01 08:00:14.269 E/installd( 1576): value = false 
01-01 08:00:14.275 E/installd( 1576): value = false 
01-01 08:00:14.310 E/installd( 1576): value = false 
